Decibelios,Potencia
75.53348365062513,93.41985463650336
190.1921469755733,101.88233390919535
146.6667944204696,100.06515464599575
120.13303835521029,93.91085998720102
32.04770944804487,84.23291335165489
32.042909546904326,85.3849844220802
12.558638821471693,78.25987590028812
173.3690530092121,100.51768533075233
120.62188733689855,96.30962034286627
141.90644298141305,98.54816579502263
5.096314364864687,68.11598028460341
194.01206058023686,103.33670547002284
166.65608551928392,100.09980280101
43.255483024976954,88.69777487109246
37.183168474213026,86.35271708387012
37.49749746083333,88.18003194478327
61.54420634894801,89.79345100244188
105.42652989481533,95.924818818968
86.95705870978104,93.86992788129918
58.95459889941034,87.84064647874877
122.75872604975352,98.69444907542612
28.759278269756326,84.11171492041963
59.136785058508416,90.80875842734912
73.90600681544466,92.55876680999448
91.75792685919015,92.36079731078104
157.2500163172097,99.73707934793512
40.735082649513586,86.3854679941097
103.33265324430872,94.7749797343841
118.89049920354645,97.45945752397529
10.243632131279547,74.0746642840325
121.90142552838624,101.80449910905305
34.934300613771015,85.88384734727364
13.945267004070624,76.86650245980154
189.8282219134133,102.31230384874134
193.1607745818373,98.79768627990492
161.87107227517578,100.81497393132446
61.61814006550077,91.33002350759293
20.43675068727039,85.09983206862606
137.1623722759192,98.8269323017221
88.59034625418066,95.44332361384896
25.285608734110987,82.2329305521156
99.54020511214277,93.66826026504569
7.843315701928461,72.88226229023716
181.95476001367763,103.5414469136175
52.49721633840337,91.18966535474814
132.84193458644242,97.07282468726018
63.03050414179278,94.24177664122149
104.49353621438435,93.68755002525542
109.79534558931265,98.15989557040037
37.786036649579884,90.7003075873749
193.94734092514716,100.69479418660916
155.25143184886178,99.31786397709517
187.96028937127363,102.56160986787421
179.07064273510213,100.87085249314245
119.98209578340594,94.77209843632173
184.45297276960025,102.31107135814108
18.61000790833198,77.11238752859519
40.000589621409894,87.8361268066758
10.000230493197074,71.18723295201362
65.7407358218896,94.9570564208673
78.34678064820692,92.04494220125012
54.99845732300528,89.42892832925332
165.91876432123394,102.74201740490304
71.99391201202427,90.30408696765703
56.905967427788774,90.868921982621
108.99652054849145,99.52744511002653
29.043920769977767,80.4731254667123
160.6371991700539,101.16075172612445
15.835578092274394,78.14235745422062
197.39050038350294,104.415485765064
154.67670909003482,97.93947048736135
40.54442062530031,84.38306856006838
2.0989013075968774,58.45802334084128
163.276824262512,101.54844003317433
141.66461142567582,100.03560942636781
146.07242644015648,100.5339221211286
154.4827989905032,99.04077812429279
15.734885695083982,78.0233100554875
72.33467998031026,93.399181765981
24.05794284550081,80.37594922267584
172.75758174924312,105.25044252476569
125.03632723868402,99.23370897172927
66.8487069456772,89.64171261297723
13.648111706918703,77.44911897298887
62.88548202141678,89.46378992549774
65.71148108332267,93.42690581098707
146.19162948927476,102.16637407642766
127.87393679968741,96.86908446194938
177.55533577268898,103.71957537012193
94.9707701072279,96.36125346561879
24.79925494172204,83.75225642046047
142.935712657376,103.41753563870947
152.39622467476258,99.77406247269818
112.69416231632975,95.73930388397241
154.42246881095764,98.61789264465102
99.26532367651376,94.34634245382153
105.02383304701682,96.38766963918482
86.08066265335138,95.23515189457667
6.058406222074942,68.56784925699152
22.470393971667587,82.7763526908027
